id,report_date,city,state,report_narrative,timestamp,latitude,longitude,altitude,uncertainty
8024,2024-03-12,Jacksonville,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): jacksonville, flight level (FL) / unmanned aircraft systems (UAS) sighting/1618e/jacksonville airport traffic control tower (ATCT) advised, p8, reported 3 unmanned aircraft systems (UAS) (1 white, 2 gray) from the 3 of the clock position while W bound at 2,000 feet 7 E jax.No evasive action reported.Duval county sheriff notified.",2024-03-12T16:18:00Z,30.3544,-81.4089,2000.0,medium
8025,2024-03-12,Raleigh/durham,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): raleigh-durham, nc / unmanned aircraft systems (UAS) sighting/1656e/raleigh-durham airport traffic control tower (ATCT) advised, piper p28a, reported a unmanned aircraft systems (UAS) 50 feet above aircraft (ACFT) while northwest (NW) bound at 3,200 feet 7 northwest (NW) rdu.No evasive action taken.Durham county sheriff notified.",2024-03-12T16:56:00Z,35.9742,-78.8836,3200.0,medium
8026,2024-03-13,Fort lauderdale,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): fort lauderdale, flight level (FL) / unmanned aircraft systems (UAS) sighting/1127e/fort lauderdale executive airport traffic control tower (ATCT) advised, gulfstream glf4, fxe-fxe, reported a unmanned aircraft systems (UAS) 200 feet below aircraft (ACFT) from the 3 of the clock position while E bound at 2,000 feet 7 W fxe.No evasive action taken.Broward county sheriff notified.",2024-03-13T11:27:00Z,26.197222,-80.270833,2000.0,medium
8027,2024-03-13,Fort lauderdale,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): fort lauderdale, flight level (FL) / unmanned aircraft systems (UAS) incident/1128e/fort lauderdale executive airport traffic control tower (ATCT) advised, piper pa31, north eleuthera, bahamas (MYEH)-fxe, reported a small white unmanned aircraft systems (UAS) 100 feet above aircraft (ACFT) while E bound at 300 feet 1 W fxe.Evasive action was taken.Broward county sheriff notified.",2024-03-13T11:28:00Z,26.1975,-80.1853,400.0,medium
8028,2024-03-13,Greensboro,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): greensboro, nc / unmanned aircraft systems (UAS) sighting/1539e/greensboro airport traffic control tower (ATCT) advised, pilatus pc24, reported a silver unmanned aircraft systems (UAS) 200 feet above aircraft (ACFT) while sw bound at 10,000 feet 1 sw gso.No evasive action reported. Greensboro airport (ARPT) pd notified.",2024-03-13T15:39:00Z,36.0799,-79.9559,10200.0,medium
8029,2024-03-13,Scottsdale,Arizona,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): scottsdale, az / unmanned aircraft systems (UAS) sighting/1330m/scottsdale airport traffic control tower (ATCT) advised, cessna c172, sdl-sdl, reported an orange unmanned aircraft systems (UAS) while N bound at 3,000 feet 4 northwest (NW) sdl. The unmanned aircraft systems (UAS) was near the power plant.No evasive action taken.Phoenix pd (operator taylor) was notified.",2024-03-13T13:30:00Z,33.6667,-111.9667,3000.0,medium
8030,2024-03-14,Rochester,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): rochester, ny / unmanned aircraft systems (UAS) sighting/1115e/rochester airport traffic control tower (ATCT) advised, cessna c172, regional operations center (ROC)-regional operations center (ROC), reported a unmanned aircraft systems (UAS) from the 9 oâ€™clock position while ene bound at 1,500 feet 1 S regional operations center (ROC).No evasive action taken.Monroe county dispatch notified.",2024-03-14T11:15:00Z,43.1092,-77.6728,1500.0,medium
8031,2024-03-14,Savannah,Georgia,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): savannah, general aviation (GA) / unmanned aircraft systems (UAS) sighting/1817e/savannah airport traffic control tower (ATCT) advised, e145, sav-clt, reported a blue unmanned aircraft systems (UAS) while no earlier (NE) bound at 7,000 feet 5 E sav.No evasive action taken. Savannah airport (ARPT) pd notified.",2024-03-14T18:17:00Z,32.1508,-80.9486,7000.0,medium
8032,2024-03-15,Fort myers,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): fort myers, flight level (FL) / unmanned aircraft systems (UAS) sighting/1110e/fort myers airport traffic control tower (ATCT) advised, a321, msp-rsw, reported black quadcopter from the 3 of the clock position while no earlier (NE) bound at 1,000 feet.No evasive action taken.Lee county sheriff notified.",2024-03-15T11:10:00Z,26.5362,-81.7552,1000.0,medium
8033,2024-03-15,Farmingdale,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): farmingdale, ny / unmanned aircraft systems (UAS) sighting/1223e/republic airport traffic control tower (ATCT) advised, bombardier gl7t, teb-frg, reported a white unmanned aircraft systems (UAS) from the 1 of the clock position while northwest (NW) bound at 400 feet 1 se frg.No evasive action taken.Suffolk pd notified.",2024-03-15T12:23:00Z,40.7267,-73.4092,400.0,medium
8034,2024-03-15,Fort lauderdale,Florida,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): fort lauderdale, flight level (FL) / unmanned aircraft systems (UAS) sighting/1551e/fort lauderdale airport traffic control tower (ATCT) advised, a320, bogotã, colombia (SKBO)-fll, reported grey unmanned aircraft systems (UAS) from the 12 of the clock position while W bound at 3,000 feet 8 W fll.No evasive action taken.Broward county sheriff notified.",2024-03-15T15:51:00Z,26.072583,-80.290278,3000.0,medium
8035,2024-03-15,Washington,District of columbia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): washington, dc / unmanned aircraft systems (UAS) sighting/1432e/washington airport traffic control tower (ATCT) advised, e75s, bos-dca, reported a unmanned aircraft systems (UAS) from the 12 of the clock position while N bound at 2,000 feet 5 S dca.No evasive action taken.Dc pd notified.",2024-03-15T14:32:00Z,38.8089,-77.0365,2000.0,medium
8036,2024-03-15,Chicago/romeoville,Illinois,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): chicago-romeoville, il / unmanned aircraft systems (UAS) sighting/1452c/lewis airport traffic control tower (ATCT) advised, cessna c172, 1cs-unkn, reported a white unmanned aircraft systems (UAS) while E bound at 1,700 feet 1 northwest (NW) lot.No evasive action taken.Leo notification not reported.",2024-03-15T14:52:00Z,41.6117,-88.1047,1700.0,medium
8037,2024-03-15,San jose,California,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): san jose, ca / unmanned aircraft systems (UAS) sighting/1519p/norcal terminal radar approach control (TRACON) advised, cessna c172, reported a gray unmanned aircraft systems (UAS) at the 12 of the clock position 500 feet below while sse bound at 3,200 feet 4 W sjc.No evasive action taken.Sunnyvale pd notified.",2024-03-15T15:19:00Z,37.3361,-122.0519,3200.0,medium
8038,2024-03-16,Oxford,Ohio,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): oxford, oh / unmanned aircraft systems (UAS) sighting/1105e/cincinnati airport traffic control tower (ATCT) advised, cessna c172, oxd-oxd, reported a unmanned aircraft systems (UAS) while N bound at 700 feet vcnty oxd.No evasive action taken.Oxford pd notified.",2024-03-16T11:05:00Z,39.5067,-84.7452,700.0,medium
8039,2024-03-16,Camp springs,Maryland,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): camp springs, md / unmanned aircraft systems (UAS) sighting/1232e/potomac terminal radar approach control (TRACON) advised, lj35, adw-ffo, reported a white unmanned aircraft systems (UAS) from the 10 of the clock position while W bound at 4,400 feet 3 W adw.No evasive action taken.Prince george's county pd notified.",2024-03-16T12:32:00Z,38.8106,-76.9052,4400.0,medium
8040,2024-03-16,Kansas city,Missouri,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): kansas city, mo / unmanned aircraft systems (UAS) sighting/1250c/downtown airport traffic control tower (ATCT) advised, cessna c172, mkc-mkc, reported a black unmanned aircraft systems (UAS) while wsw bound at 1,500 feet 2 ene mkc.No evasive action taken.North kansas city pd notified.",2024-03-16T12:50:00Z,39.1336,-94.5855,1500.0,medium
8041,2024-03-16,Hayward,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): hayward, ca / unmanned aircraft systems (UAS) sighting/1120p/oakland air route traffic control center (ARTCC) advised, b38m, mdw-oak, reported a unmanned aircraft systems (UAS) at 2,200 feet in bound at runway 30 2 se hayward.No evasive action reported.Alameda county sheriff notified.",2024-03-16T23:20:00Z,37.6389,-122.0894,2200.0,medium
8042,2024-03-16,Cincinnati,Ohio,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): cincinnati, oh / unmanned aircraft systems (UAS) sighting/1530e/cincinnati terminal radar approach control (TRACON) advised, cessna c172, i69-i69, reported a blue and orange unmanned aircraft systems (UAS) from the 10 oâ€™clock position while wnw bound at 3,000 feet 7 nne luk.No evasive action taken.Cvg airport pd notified.",2024-03-16T15:30:00Z,39.1833,-84.4167,3000.0,medium
8043,2024-03-16,Denver,Colorado,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): denver, central office (CO) / unmanned aircraft systems (UAS) sighting/1612m/centennial airport traffic control tower (ATCT) advised, cessna c172, bff-apa, reported a white and grey unmanned aircraft systems (UAS) at the 9 of the clock position while N bound at 6,000 feet vcnty apa.No evasive action taken. Douglas county sheriff notifed at.",2024-03-16T16:12:00Z,39.5697,-104.8491,6000.0,medium
8044,2024-03-16,Denver,Colorado,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): denver, central office (CO) / unmanned aircraft systems (UAS) sighting/1607m/centennial airport traffic control tower (ATCT) advised, piper pa44, reported a white and grey unmanned aircraft systems (UAS) from the 9 of the clock position while N bound at 6,000 feet vcnty apa.No evasive action taken.Douglas county sheriff notified.",2024-03-16T16:07:00Z,39.5697,-104.8491,6000.0,medium
8045,2024-03-17,Dothan,Alabama,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): dothan, al / unmanned aircraft systems (UAS) sighting/0943c/cairnes army air field advised, cessna c182, new-tbr, reported a unmanned aircraft systems (UAS) while no earlier (NE) bound at 5,000 feet 18 no earlier (NE) wiregrass vor collocated with tacan (VORTAC) (RRS).No evasive action taken.Henry county sheriff notified.",2024-03-17T09:43:00Z,31.3833,-85.4167,5000.0,medium
8046,2024-03-17,Wilmington,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): wilmington, nc / unmanned aircraft systems (UAS) sighting/1043e/wilmington airport traffic control tower (ATCT) advised, piper p28a, ffc-ilm, reported tan and white rotorcraft unmanned aircraft systems (UAS) off the right side while ene bound at 4,000 feet 3 wnw ilm.No evasive action taken. Wilmington airport (ARPT) pd notified.",2024-03-17T10:43:00Z,34.2808,-77.9561,4000.0,medium
8047,2024-03-17,Houston,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): houston, tx / unmanned aircraft systems (UAS) sighting/1052c/houston intercontinental advised, b739, iah-panama city, panama (MPTO), reported a unmanned aircraft systems (UAS) at the 9 of the clock position while ese bound at 1,500 feet 3 ese iah.No evasive action taken.Fbi notified.",2024-03-17T10:52:00Z,29.9549,-95.286,1500.0,medium
8048,2024-03-17,Wrightstown,New jersey,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): wrightstown, nj / unmanned aircraft systems (UAS) sighting/1252e/mcguire radar approach control (RAPCON) advised, cessna c82s, cyn-esn, reported a grey-white unmanned aircraft systems (UAS) 500 feet from the right side while S bound at 4,200 feet 5 se wri.No evasive action taken.Leo notification not reported.",2024-03-17T12:52:00Z,40.0167,-74.5667,4200.0,medium
8049,2024-03-17,West palm beach,Florida,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): west palm beach, flight level (FL) / unmanned aircraft systems (UAS) sighting/1410e/palm beach airport traffic control tower (ATCT) advised, a321, pbi-clt, reported a unmanned aircraft systems (UAS) pass below aircraft (ACFT) while W bound at 2,000 feet 10 W pbi.No evasive action taken.Palm beach sheriff notified.",2024-03-17T14:10:00Z,26.6832,-80.2956,2000.0,medium
8050,2024-03-17,Baltimore,Maryland,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): baltimore, md / unmanned aircraft systems (UAS) sighting/1505e/potomac terminal radar approach control (TRACON) advised, piper pay1, bwi-jwn, reported a black unmanned aircraft systems (UAS) 100 feet off the left wing while nnw bound at 2,500 feet 15 sw bwi.No evasive action taken.Anne arundel pd notified.",2024-03-17T15:05:00Z,39.1066,-76.8935,2500.0,medium
8051,2024-03-17,Camarillo,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): camarillo, conflict alert (CA) / unmanned aircraft systems (UAS) incident/1245p/point mugu approach (APCH) advised, cessna c750, mdw-cma, reported a unmanned aircraft systems (UAS) while W bound at 3,000 feet 5 E cma.Evasive action was taken.Leo notification not reported.",2024-03-17T12:45:00Z,34.2138,-118.9968,3000.0,medium
8052,2024-03-17,Philadelphia,Pennsylvania,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): philadelphia, public address (PA) / unmanned aircraft systems (UAS) sighting/1635e/philadelphia airport traffic control tower (ATCT) advised, a321, cancun, mexico (MMUN)-phl, reported a unmanned aircraft systems (UAS) 200 feet below aircraft (ACFT) while W bound at 2,600 feet 11 E phl.No evasive action reported. Philadelphia airport (ARPT) pd notified.",2024-03-17T16:35:00Z,39.9526,-74.9037,2600.0,medium
8053,2024-03-17,Nashville,Tennessee,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): nashville, tn / unmanned aircraft systems (UAS) sighting/1848c/nashville airport traffic control tower (ATCT) advised, a319, bna-lga, reported a black unmanned aircraft systems (UAS) while S bound at 4,800 feet 5 E bna.No evasive action taken. Bna airport (ARPT) dps notified.",2024-03-17T18:48:00Z,36.1063,-86.6422,4800.0,medium
8054,2024-03-18,Greensboro,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): greensboro, nc / unmanned aircraft systems (UAS) sighting/1509e/greensboro approach (APCH) advised, beech be23, reported a unmanned aircraft systems (UAS) from the 1 of the clock position while W bound at 4,500 feet 13 ssw gso.No evasive action taken.Leo notification not reported.",2024-03-18T15:09:00Z,35.9133,-80.0822,4500.0,medium
8055,2024-03-18,Deer park,New york,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): deer park, ny / unmanned aircraft systems (UAS) sighting/1635e/republic airport traffic control tower (ATCT) advised, cessna c172, reported disc shaped unmanned aircraft systems (UAS) at the 9 of the clock position while northwest (NW) bound at 400 feet 5 sw deer park very high frequency omnidirectional range (VOR) (DPK).No evasive action taken.Suffolk county pd notified.",2024-03-18T16:35:00Z,40.7167,-73.3333,400.0,medium
8056,2024-03-18,Jackson,Mississippi,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): jackson, ms / unmanned aircraft systems (UAS) sighting/1634c/jackson airport traffic control tower (ATCT) advised, honda hdjt, reported a silver ball shaped unmanned aircraft systems (UAS) from their right side while at 7,500 feet 16 E january no evasive action taken.Leo notification not reported.",2024-03-18T16:34:00Z,32.3113,-89.9253,7500.0,medium
8057,2024-03-18,Chicago,Illinois,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): chicago, il / unmanned aircraft systems (UAS) sighting/1905c/chicago terminal radar approach control (TRACON) advised, embraer e55p, bos-mdw, reported a unmanned aircraft systems (UAS) from the 12 of the clock position while northwest (NW) bound at 4,000 feet 7 ese mdw.No evasive action taken.Fbi notified.",2024-03-18T19:05:00Z,41.7286,-87.6563,4000.0,medium
8058,2024-03-19,Tucson,Arizona,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): tucson, az / unmanned aircraft systems (UAS) sighting/0835m/tucson terminal radar approach control (TRACON) advised, b737, tus-bdl, reported a unmanned aircraft systems (UAS) while E bound at 16,000 feet 25 ese tus.No evasive action taken.Cochise county sheriff notified.",2024-03-19T08:35:00Z,31.9167,-110.3333,16000.0,medium
8059,2024-03-19,Newark,New jersey,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): newark, nj / unmanned aircraft systems (UAS) sighting/1715e/newark airport traffic control tower (ATCT) advised, dassault f2th, copenhagen, denmark (EKCH)-ewr, reported a unmanned aircraft systems (UAS) from the 9 of the clock position while E bound at 2,000 feet 6 no earlier (NE) ewr.No evasive action taken.Port authority pd notified.",2024-03-19T17:15:00Z,40.7128,-74.1766,2000.0,medium
8060,2024-03-19,Santa rosa,California,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): santa rosa, ca / unmanned aircraft systems (UAS) sighting/1450p/sonoma airport traffic control tower (ATCT) advised, robinson r22, sts-sts, observed a unmanned aircraft systems (UAS) from the 9 of the clock position while N bound at 600 feet 1 W sts.No evasive action taken.Sonoma county sheriff's office notified.",2024-03-19T14:50:00Z,38.5089,-122.8231,600.0,medium
8061,2024-03-20,Washington,District of columbia,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): washington, dc / unmanned aircraft systems (UAS) sighting/0833e/washington airport traffic control tower (ATCT) advised, b738, dca-mco, reported a black unmanned aircraft systems (UAS) hovering at the 1 of the clock position while N bound at taxiway (TWY) J.No evasive action taken.Park police notified.",2024-03-20T08:33:00Z,38.8519,-77.0378,0.0,medium
8062,2024-03-20,West palm beach,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): west palm beach, flight level (FL) / unmanned aircraft systems (UAS) sighting/1223e/palm beach approach (APCH) advised, a321, dfw-pbi, reported a black and white quadcopter unmanned aircraft systems (UAS) 50-100 feet below aircraft (ACFT) at the 3 of the clock position while eastbound at 3,000 feet 13 W pbi.No evasive action taken.Palm beach sheriff notified.",2024-03-20T12:23:00Z,26.6832,-80.2953,3000.0,medium
8063,2024-03-20,Imperial beach,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): imperial beach, conflict alert (CA) / unmanned aircraft systems (UAS) sighting/1137p/naval air station (NAS) imperial beach airport traffic control tower (ATCT) advised, h60, reported a unmanned aircraft systems (UAS) off north end of field. No description of unmanned aircraft systems (UAS) reported.No evasive action reported.Base operations notified.",2024-03-20T23:37:00Z,32.5667,-117.1167,0.0,medium
8064,2024-03-20,Las vegas,Nevada,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): las vegas, nv / unmanned aircraft systems (UAS) sighting/1535p/las vegas terminal radar approach control (TRACON) advised, cessna c206, reported a unmanned aircraft systems (UAS) 2,000 feet below the aircraft (ACFT) while N bound at 7,500 feet 9 ese las.No evasive action taken. Las vegas metropolitan (METRO) pd notified.",2024-03-20T15:35:00Z,35.9653,-114.9881,5500.0,medium
8065,2024-03-20,Richmond,Virginia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): richmond, va / unmanned aircraft systems (UAS) sighting/1855e/potomac terminal radar approach control (TRACON) advised, mooney m20t, reported a black and white unmanned aircraft systems (UAS) while N bound at 9,000 feet 10 wsw ric.No evasive action taken.Chesterfield county pd notified.",2024-03-20T18:55:00Z,37.4516,-77.6754,9000.0,medium
8066,2024-03-20,Santa ana,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): santa ana, ca / unmanned aircraft systems (UAS) sighting/1809p/southern california terminal radar approach control (TRACON) advised, b752, mhr-sna, reported a unmanned aircraft systems (UAS) from the 3 of the clock position while no earlier (NE) bound at 5,000 feet 10 wsw sna.No evasive action taken.Orange county sheriff notified.",2024-03-20T18:09:00Z,33.6167,-117.9667,5000.0,medium
8067,2024-03-21,Livermore,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): livermore, ca / unmanned aircraft systems (UAS) sighting/1323p/livermore airport traffic control tower (ATCT) advised, cessna c152, reported a black unmanned aircraft systems (UAS) from the 2 of the clock position while wnw bound at 3,500 feet 5 S lvk.No evasive action taken.Pleasanton pd notified.",2024-03-21T13:23:00Z,37.6236,-121.8202,3500.0,medium
8068,2024-03-22,Charlotte,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): charlotte, nc / unmanned aircraft systems (UAS) sighting/1322e/charlotte airport traffic control tower (ATCT) advised, a321, lax-clt, reported a orange / white unmanned aircraft systems (UAS) from the 2 of the clock position while N bound at 1,600 feet 4 S clt.No evasive action taken. Charlotte airport (ARPT) pd notified.",2024-03-22T13:22:00Z,35.1833,-80.9333,1600.0,medium
8069,2024-03-23,San juan,Puerto rico,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): san juan, puerto rico / unmanned aircraft systems (UAS) sighting/1047l/san juan airport traffic control tower (ATCT) advised, piper pa31, reported a quad-rotor unmanned aircraft systems (UAS) while W bound at 2,000 feet 8 se sju.No evasive action taken. San juan airport (ARPT) pd notified.",2024-03-23T10:47:00Z,18.3686,-65.9636,2000.0,medium
8070,2024-03-23,Houston,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): houston, tx / unmanned aircraft systems (UAS) sighting/1225c/hobby airport traffic control tower (ATCT) advised, b737, las-hou, reported a unmanned aircraft systems (UAS) 400 feet below aircraft (ACFT) from the 6 of the clock position while no earlier (NE) bound at 2,000 feet 5 sw hou.No evasive action taken.Leo notification not reported.",2024-03-23T12:25:00Z,29.604444,-95.208889,2000.0,medium
8071,2024-03-23,San bernardino,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): san bernardino, ca / unmanned aircraft systems (UAS) sighting/1653p/socal terminal radar approach control (TRACON) advised, b737, phx-bur, reported a unmanned aircraft systems (UAS) from the 9 of the clock position while W bound at 11,000 feet 60 ene paradise vor collocated with tacan (VORTAC).No evasive action taken.Colton pd notified.",2024-03-23T16:53:00Z,34.3333,-116.5833,11000.0,medium
8072,2024-03-23,Atlanta,Georgia,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): atlanta, general aviation (GA) / unmanned aircraft systems (UAS) sighting/2150e/peachtree-dekalb airport traffic control tower (ATCT) advised, robinson r44, reported a unmanned aircraft systems (UAS) while N bound at 1,900 feet 9 ssw peachtree very high frequency omnidirectional range (VOR) (PDK).No evasive action taken.Atlanta pd notified.",2024-03-23T21:50:00Z,33.7764,-84.3963,1900.0,medium
8073,2024-03-24,Covington,Kentucky,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): covington, ky / unmanned aircraft systems (UAS) sighting/1050e/cincinnati approach (APCH) advised, a320, pie-cvg, reported a red and white unmanned aircraft systems (UAS) 200 feet below aircraft (ACFT) while N bound at 4,000 feet 8 wnw cvg.No evasive action taken. Cvg airport (ARPT) pd notified.",2024-03-24T10:50:00Z,39.1047,-84.7528,4000.0,medium
8074,2024-03-24,Pontotoc,Mississippi,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): pontotoc, ms / unmanned aircraft systems (UAS) sighting/1225c/memphis artcc advised, pilatus pc12, uox-pdk, reported a black unmanned aircraft systems (UAS) from the 12 of the clock position while W bound at 3,300 feet 5.8 sw 22m.No evasive action taken.Pontotoc county sheriff notified.",2024-03-24T12:25:00Z,34.2181,-89.0778,3300.0,medium
8075,2024-03-24,Boston,Massachusetts,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): boston, ma / unmanned aircraft systems (UAS) sighting/late report-1658e/boston terminal radar approach control (TRACON) advised, de havilland canada dh8d, toronto, canada (CYTZ)-bos, reported a red unmanned aircraft systems (UAS) from the 12 of the clock position while no earlier (NE) bound at 1,800 feet 6 sw bos.No evasive action taken. Mass state pd notified.",2024-03-24T16:58:00Z,42.3145,-71.0726,1800.0,medium
8076,2024-03-24,Austin,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): austin, tx / unmanned aircraft systems (UAS) sighting/1604c/austin airport traffic control tower (ATCT) advised, a320, jfk-aus, reported a unmanned aircraft systems (UAS) 200 feet below aircraft (ACFT) while S bound at 1,500 feet 9 sw centex vor collocated with tacan (VORTAC) (CWK).No evasive action taken. Austin airport (ARPT) operations (OPS) notified.",2024-03-24T16:04:00Z,30.1833,-97.8333,1500.0,medium
8077,2024-03-24,Austin,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): austin, tx / unmanned aircraft systems (UAS) sighting/1606c/austin airport traffic control tower (ATCT) advised, a319, phx-aus, reported a black unmanned aircraft systems (UAS) 200 feet below aircraft (ACFT) while S bound at 1,300 feet 9 sw centex vor collocated with tacan (VORTAC) (CWK).No evasive action taken. Austin airport (ARPT) operations (OPS) notified.",2024-03-24T16:06:00Z,30.1833,-97.8833,1300.0,medium
8078,2024-03-24,Chicago,Illinois,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): chicago, il / unmanned aircraft systems (UAS) sighting/1653c/chicago terminal radar approach control (TRACON) advised, a319, msp-ord, reported a unmanned aircraft systems (UAS) while S bound at 6,000 feet 23 northwest (NW) ord.No evasive action taken.Fbi notified.",2024-03-24T16:53:00Z,42.2075,-88.1853,6000.0,medium
8079,2024-03-24,Raleigh/durham,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): raleigh / durham, nc / unmanned aircraft systems (UAS) sighting/1810e/raleigh-durham airport traffic control tower (ATCT) advised, cessna c68a, hpn-rdu, reported a unmanned aircraft systems (UAS) from the 2 oâ€™clock position while no earlier (NE) bound at 1,500 feet 7 sw rdu.No evasive action taken.Wake county sheriff notified.",2024-03-24T18:10:00Z,35.8078,-78.8784,1500.0,medium
8080,2024-03-24,Dallas-fort worth,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): dallas-fort worth, tx / unmanned aircraft systems (UAS) sighting/1720c/dallas terminal radar approach control (TRACON) advised, b789, dfw-paris, france (LFPG), reported a red and white unmanned aircraft systems (UAS) from the 10 of the clock position at 3,000 feet/foot (FT) while se bound 4 N ttt.No evasive maneuvers taken.Dfw dps notified.",2024-03-24T17:20:00Z,32.9686,-97.0403,3000.0,medium
8081,2024-03-24,Dallas-fort worth,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): dallas-fort worth, tx / unmanned aircraft systems (UAS) sighting/1720c/dallas terminal radar approach control (TRACON) advised, b738, dfw-cle, reported a red and white unmanned aircraft systems (UAS) from the 10 of the clock position at 3,000 feet/foot (FT) while se bound 4 se dfw.No evasive maneuvers taken.Dfw dps notified.",2024-03-24T17:20:00Z,32.8667,-96.9667,3000.0,medium
8082,2024-03-24,Atlanta,Georgia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): atlanta, general aviation (GA) / unmanned aircraft systems (UAS) sighting/2011e/atlanta terminal radar approach control (TRACON) advised, b712, atl-cha, reported a unmanned aircraft systems (UAS) from the 10 of the clock position while E bound at 2,800 feet 2 E atl.No evasive action taken.Atl pd notified.",2024-03-24T00:00:00Z,33.6518,-84.4277,2800.0,medium
8083,2024-03-25,Patuxent river,Maryland,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): patuxent river, md / unmanned aircraft systems (UAS) sighting/1446e/patuxent river naval air station advised, p3, nhk-nhk, reported a grey quadcopter unmanned aircraft systems (UAS) while maneuvering at 1,800 feet 16 ssw nhk.No evasive action taken.Base security notified.",2024-03-25T14:46:00Z,38.1667,-76.5333,1800.0,medium
8084,2024-03-25,West palm beach,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): west palm beach, flight level (FL) / unmanned aircraft systems (UAS) sighting/1530e/palm beach terminal radar approach control (TRACON) advised, cessna c750, reported a unmanned aircraft systems (UAS) 500 feet below aircraft (ACFT) while E bound at 3,000 feet 10 W palm beach.No evasive action reported.Palm beach sheriff notified.",2024-03-25T15:30:00Z,26.6859,-80.2453,2500.0,medium
8085,2024-03-27,Charleston,South carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): charleston, sc / unmanned aircraft systems (UAS) sighting/1153e/charleston airport traffic control tower (ATCT) advised, raytheon h25b, reported a white unmanned aircraft systems (UAS) at the 9 of the clock position while sse bound at 800 feet 3 nnw chs.No evasive action taken.Charleston county sheriff notified.",2024-03-27T11:53:00Z,32.9214,-80.0647,800.0,medium
